forecast_prob_etas_forced,forecast_prob_etas_mle,forecast_prob_poisson,horizon,is_background,is_post_mainshock,mainshock_definition,most_recent_mainshock_mag,most_recent_mainshock_time,n_events_preceding_1d,n_events_preceding_30d,n_events_preceding_7d,n_events_preceding_90d,n_mainshocks_preceding_90d,n_observed_in_horizon,n_train_events,observed_binary,origin_time,threshold,time_since_mainshock_days,window_label
0.085901,,0.209796,7d,False,True,5.0,5.025,1988-06-28T20:52:57.190000+00:00,1,2,2,6,2,1,319,1,1988-06-29T20:52:57.190000+00:00,5.0,1.0,0-24h
0.095409,,0.229856,7d,False,True,5.0,6.4,1995-05-06T01:59:07.130000+00:00,2,7,3,16,3,2,582,1,1995-05-07T01:59:07.130000+00:00,5.0,1.0,0-24h
0.081565,,0.229223,7d,False,True,5.0,5.025,1993-09-20T07:40:54.980000+00:00,1,3,1,9,4,0,527,0,1993-09-21T07:40:54.980000+00:00,5.0,1.0,0-24h
0.08985,,0.166486,7d,False,True,5.0,5.535,1979-01-01T18:51:10.800000+00:00,1,4,3,7,4,0,86,0,1979-01-02T18:51:10.800000+00:00,5.0,1.0,0-24h
0.068459,,0.211773,7d,False,True,5.0,5.1,2019-04-04T07:45:30.378000+00:00,1,10,2,22,5,0,1625,0,2019-04-05T07:45:30.378000+00:00,5.0,1.0,0-24h
0.092969,,0.209256,7d,False,True,5.0,5.195,2012-11-11T01:32:27.630000+00:00,6,13,10,24,10,1,1254,1,2012-11-12T01:32:27.630000+00:00,5.0,1.0,0-24h
0.085039,,0.22261,7d,False,True,5.0,5.28,1990-12-29T19:24:12.150000+00:00,1,4,2,9,4,3,410,1,1990-12-30T19:24:12.150000+00:00,5.0,1.0,0-24h
0.068435,,0.211806,7d,False,True,5.0,5.195,2018-06-11T04:53:50.390000+00:00,1,7,3,18,4,0,1583,0,2018-06-12T04:53:50.390000+00:00,5.0,1.0,0-24h
0.067124,,0.21182,7d,False,True,5.0,5.11,2020-06-14T05:35:31.831000+00:00,1,4,2,13,3,2,1681,1,2020-06-15T05:35:31.831000+00:00,5.0,1.0,0-24h
0.076127,,0.218524,7d,False,True,5.0,5.365,2000-02-27T17:21:28+00:00,1,2,1,13,3,0,764,0,2000-02-28T17:21:28+00:00,5.0,1.0,0-24h
0.078283,,0.225368,7d,False,True,5.0,6.0,1997-05-08T02:53:14.730000+00:00,1,4,1,12,5,0,673,0,1997-05-09T02:53:14.730000+00:00,5.0,1.0,0-24h
0.072412,,0.2129,7d,False,True,5.0,5.195,2016-10-26T02:21:58.690000+00:00,2,8,3,16,6,0,1495,0,2016-10-27T02:21:58.690000+00:00,5.0,1.0,0-24h
0.08215,,0.2321,7d,False,True,5.0,5.195,1995-06-17T21:09:20.600000+00:00,1,4,1,17,7,0,589,0,1995-06-18T21:09:20.600000+00:00,5.0,1.0,0-24h
0.06934,,0.204388,7d,False,True,5.0,5.11,2009-02-24T17:46:16.120000+00:00,1,3,1,16,5,2,1102,1,2009-02-25T17:46:16.120000+00:00,5.0,1.0,0-24h
0.076593,,0.222263,7d,False,True,5.0,5.6,1999-04-05T22:32:56.510000+00:00,1,2,1,10,2,0,733,0,1999-04-06T22:32:56.510000+00:00,5.0,1.0,0-24h
0.085981,,0.217261,7d,False,True,5.0,5.025,1989-04-21T12:46:29.700000+00:00,1,5,2,10,5,1,357,1,1989-04-22T12:46:29.700000+00:00,5.0,1.0,0-24h
0.07279,,0.204026,7d,False,True,5.0,5.3,2008-12-20T23:22:48.380000+00:00,2,8,4,17,3,1,1095,1,2008-12-21T23:22:48.380000+00:00,5.0,1.0,0-24h
0.078108,,0.223883,7d,False,True,5.0,5.025,1998-09-28T21:31:05.610000+00:00,1,4,3,12,6,0,718,0,1998-09-29T21:31:05.610000+00:00,5.0,1.0,0-24h
0.07118,,0.206609,7d,False,True,5.0,5.11,2012-02-10T19:10:01.850000+00:00,1,2,2,8,4,0,1211,0,2012-02-11T19:10:01.850000+00:00,5.0,1.0,0-24h
0.085619,,0.188695,7d,False,True,5.0,5.365,1983-01-03T11:28:14.060000+00:00,1,4,3,9,6,0,184,0,1983-01-04T11:28:14.060000+00:00,5.0,1.0,0-24h
0.073879,,0.209785,7d,False,True,5.0,5.025,2004-04-13T21:10:08.070000+00:00,1,7,2,9,2,0,885,0,2004-04-14T21:10:08.070000+00:00,5.0,1.0,0-24h
0.071353,,0.206116,7d,False,True,5.0,5.025,2005-12-27T16:19:15.760000+00:00,1,4,1,11,2,0,961,0,2005-12-28T16:19:15.760000+00:00,5.0,1.0,0-24h
0.070712,,0.211913,7d,False,True,5.0,5.45,2014-01-26T12:38:37.240000+00:00,1,8,4,16,5,2,1325,1,2014-01-27T12:38:37.240000+00:00,5.0,1.0,0-24h
0.072919,,0.206847,7d,False,True,5.0,5.11,2009-10-29T19:57:01.280000+00:00,1,3,2,13,10,0,1127,0,2009-10-30T19:57:01.280000+00:00,5.0,1.0,0-24h
0.066886,,0.211713,7d,False,True,5.0,5.1,2020-05-25T14:42:17.395000+00:00,1,3,1,11,2,0,1678,0,2020-05-26T14:42:17.395000+00:00,5.0,1.0,0-24h
0.085586,,0.170419,7d,False,True,5.0,5.875,1981-04-25T11:32:23.140000+00:00,1,3,1,5,3,1,133,1,1981-04-26T11:32:23.140000+00:00,5.0,1.0,0-24h
0.084215,,0.185726,7d,False,True,5.0,5.365,1982-11-26T13:26:29.280000+00:00,1,3,1,9,7,0,179,0,1982-11-27T13:26:29.280000+00:00,5.0,1.0,0-24h
0.077484,,0.206123,7d,False,True,5.0,5.7,2009-09-21T19:38:42.330000+00:00,2,7,5,12,7,0,1124,0,2009-09-22T19:38:42.330000+00:00,5.0,1.0,0-24h
0.070132,,0.211543,7d,False,True,5.0,5.025,2019-03-26T13:52:12.900000+00:00,1,9,5,21,4,0,1623,0,2019-03-27T13:52:12.900000+00:00,5.0,1.0,0-24h
0.092125,,0.157747,7d,False,True,5.0,5.365,1978-01-08T06:32:58.700000+00:00,1,3,1,6,5,0,61,0,1978-01-09T06:32:58.700000+00:00,5.0,1.0,0-24h
0.085915,,0.216331,7d,False,True,5.0,5.195,1988-12-27T18:15:52.320000+00:00,1,5,1,10,6,0,345,0,1988-12-28T18:15:52.320000+00:00,5.0,1.0,0-24h
0.089802,,0.225571,7d,False,True,5.0,5.025,1991-01-10T19:54:22.370000+00:00,1,7,4,12,8,0,415,0,1991-01-11T19:54:22.370000+00:00,5.0,1.0,0-24h
0.084398,,0.178913,7d,False,True,5.0,5.025,1982-08-21T04:26:22.870000+00:00,1,2,2,6,2,0,170,0,1982-08-22T04:26:22.870000+00:00,5.0,1.0,0-24h
0.077788,,0.216429,7d,False,True,5.0,5.11,2001-04-26T21:01:31.640000+00:00,2,11,2,16,5,0,798,0,2001-04-27T21:01:31.640000+00:00,5.0,1.0,0-24h
0.08471,,0.230648,7d,False,True,5.0,5.025,1991-09-30T18:35:44.220000+00:00,1,4,1,12,8,0,443,0,1991-10-01T18:35:44.220000+00:00,5.0,1.0,0-24h
0.096496,,0.21236,7d,False,True,5.0,5.11,1988-08-08T16:14:22.730000+00:00,1,7,5,13,6,1,328,1,1988-08-09T16:14:22.730000+00:00,5.0,1.0,0-24h
0.071477,,0.206095,7d,False,True,5.0,5.025,2005-11-28T16:57:13.040000+00:00,1,4,2,12,2,0,959,0,2005-11-29T16:57:13.040000+00:00,5.0,1.0,0-24h
0.069973,,0.20526,7d,False,True,5.0,5.025,2011-06-25T23:40:40.890000+00:00,1,6,2,18,4,0,1185,0,2011-06-26T23:40:40.890000+00:00,5.0,1.0,0-24h
0.070996,,0.203939,7d,False,True,5.0,5.11,2008-07-26T18:51:50.970000+00:00,2,10,4,23,1,1,1076,1,2008-07-27T18:51:50.970000+00:00,5.0,1.0,0-24h
0.085474,,0.20865,7d,False,True,5.0,5.025,1986-10-14T14:03:02.020000+00:00,1,2,1,7,4,0,270,0,1986-10-15T14:03:02.020000+00:00,5.0,1.0,0-24h
0.086541,,0.2094,7d,False,True,5.0,5.5,1986-07-26T20:24:47.880000+00:00,1,2,2,3,3,0,265,0,1986-07-27T20:24:47.880000+00:00,5.0,1.0,0-24h
0.086583,,0.184038,7d,False,True,5.0,5.11,1982-09-20T17:14:28.220000+00:00,2,5,2,9,6,0,175,0,1982-09-21T17:14:28.220000+00:00,5.0,1.0,0-24h
0.080931,,0.227989,7d,False,True,5.0,5.195,1993-12-02T22:04:38.490000+00:00,1,2,1,4,3,0,529,0,1993-12-03T22:04:38.490000+00:00,5.0,1.0,0-24h
0.076952,,0.211827,7d,False,True,5.0,5.11,2013-11-06T04:19:20.640000+00:00,1,7,2,19,6,0,1313,0,2013-11-07T04:19:20.640000+00:00,5.0,1.0,0-24h
0.072235,,0.213826,7d,False,True,5.0,5.195,2020-08-31T21:09:33.636000+00:00,2,11,6,33,10,0,1710,0,2020-09-01T21:09:33.636000+00:00,5.0,1.0,0-24h
0.091223,,0.151608,7d,False,True,5.0,5.28,1976-12-15T04:35:11.400000+00:00,1,2,1,3,2,1,48,1,1976-12-16T04:35:11.400000+00:00,5.0,1.0,0-24h
0.073842,,0.212326,7d,False,True,5.0,5.11,2002-09-27T15:20:45.960000+00:00,1,1,1,11,2,0,836,0,2002-09-28T15:20:45.960000+00:00,5.0,1.0,0-24h
0.068832,,0.204275,7d,False,True,5.0,5.025,2009-08-05T02:58:45.490000+00:00,1,2,1,7,2,1,1116,1,2009-08-06T02:58:45.490000+00:00,5.0,1.0,0-24h
0.06929,,0.210866,7d,False,True,5.0,5.28,2014-08-16T16:39:55.170000+00:00,1,8,1,20,2,0,1359,0,2014-08-17T16:39:55.170000+00:00,5.0,1.0,0-24h
0.091836,,0.158998,7d,False,True,5.0,5.195,1976-12-25T01:07:10.900000+00:00,1,4,1,4,4,0,50,0,1976-12-26T01:07:10.900000+00:00,5.0,1.0,0-24h
0.0856,,0.201263,7d,False,True,5.0,5.28,1985-12-26T18:04:26.730000+00:00,1,2,2,12,6,1,249,1,1985-12-27T18:04:26.730000+00:00,5.0,1.0,0-24h
0.083627,,0.221942,7d,False,True,5.0,5.195,1990-10-29T11:32:54.620000+00:00,1,3,1,8,5,0,405,0,1990-10-30T11:32:54.620000+00:00,5.0,1.0,0-24h
0.085384,,0.210631,7d,False,True,5.0,5.1,1988-07-03T08:19:18.810000+00:00,1,3,3,7,3,1,320,1,1988-07-04T08:19:18.810000+00:00,5.0,1.0,0-24h
0.067827,,0.215122,7d,False,True,5.0,5.5,2021-10-07T18:28:03.669000+00:00,1,8,1,22,6,0,1797,0,2021-10-08T18:28:03.669000+00:00,5.0,1.0,0-24h
0.086093,,0.209495,7d,False,True,5.0,5.1,1986-04-26T00:25:59.620000+00:00,1,3,1,8,6,0,262,0,1986-04-27T00:25:59.620000+00:00,5.0,1.0,0-24h
0.087207,,0.207074,7d,False,True,5.0,5.45,2006-02-23T20:07:26.170000+00:00,7,13,8,20,6,1,971,1,2006-02-24T20:07:26.170000+00:00,5.0,1.0,0-24h
0.070876,,0.204634,7d,False,True,5.0,5.025,2009-01-07T10:27:06.710000+00:00,1,10,2,19,5,0,1099,0,2009-01-08T10:27:06.710000+00:00,5.0,1.0,0-24h
0.089613,,0.170739,7d,False,True,5.0,5.535,1980-11-20T18:14:11.700000+00:00,1,4,2,6,3,0,126,0,1980-11-21T18:14:11.700000+00:00,5.0,1.0,0-24h
0.07507,,0.207885,7d,False,True,5.0,5.025,2004-10-08T06:28:28.290000+00:00,2,10,2,23,1,0,913,0,2004-10-09T06:28:28.290000+00:00,5.0,1.0,0-24h
0.086636,,0.226022,7d,False,True,5.0,5.535,1991-01-23T06:07:08.270000+00:00,1,8,1,13,9,1,416,1,1991-01-24T06:07:08.270000+00:00,5.0,1.0,0-24h
0.07532,,0.213049,7d,False,True,5.0,5.195,2002-10-14T13:27:50.390000+00:00,1,5,2,10,3,1,840,1,2002-10-15T13:27:50.390000+00:00,5.0,1.0,0-24h
0.077534,,0.222709,7d,False,True,5.0,5.45,1998-07-08T03:44:59.330000+00:00,1,6,1,10,2,0,711,0,1998-07-09T03:44:59.330000+00:00,5.0,1.0,0-24h
0.083423,,0.227354,7d,False,True,5.0,5.28,1994-04-14T17:32:43.580000+00:00,2,4,3,8,3,0,541,0,1994-04-15T17:32:43.580000+00:00,5.0,1.0,0-24h
0.069598,,0.204915,7d,False,True,5.0,5.28,2009-08-19T10:45:13.870000+00:00,1,3,1,8,3,0,1118,0,2009-08-20T10:45:13.870000+00:00,5.0,1.0,0-24h
0.086316,,0.20517,7d,False,True,5.0,5.025,1986-01-17T05:31:30.010000+00:00,1,6,1,12,8,1,253,1,1986-01-18T05:31:30.010000+00:00,5.0,1.0,0-24h
0.06887,,0.214637,7d,False,True,5.0,5.705,2021-07-29T08:39:27.722000+00:00,1,9,3,26,3,0,1781,0,2021-07-30T08:39:27.722000+00:00,5.0,1.0,0-24h
0.086651,,0.16917,7d,False,True,5.0,5.535,1975-05-21T03:16:20.600000+00:00,1,1,1,3,2,0,33,0,1975-05-22T03:16:20.600000+00:00,5.0,1.0,0-24h
0.08975,,0.20697,7d,False,True,5.0,5.365,1987-04-29T05:15:34.270000+00:00,1,4,2,8,3,0,281,0,1987-04-30T05:15:34.270000+00:00,5.0,1.0,0-24h
0.085276,,0.171417,7d,False,True,5.0,5.025,1981-02-28T01:58:20.610000+00:00,1,2,1,4,3,0,130,0,1981-03-01T01:58:20.610000+00:00,5.0,1.0,0-24h
0.077252,,0.216843,7d,False,True,5.0,5.025,2001-06-29T12:14:00.020000+00:00,2,4,2,19,5,0,805,0,2001-06-30T12:14:00.020000+00:00,5.0,1.0,0-24h
0.087478,,0.231111,7d,False,True,5.0,5.025,1995-05-08T23:25:37.560000+00:00,2,8,5,17,5,0,584,0,1995-05-09T23:25:37.560000+00:00,5.0,1.0,0-24h
0.06827,,0.211421,7d,False,True,5.0,5.025,2015-09-17T18:34:17.230000+00:00,1,8,2,18,2,1,1430,1,2015-09-18T18:34:17.230000+00:00,5.0,1.0,0-24h
0.069046,,0.214026,7d,False,True,5.0,5.5,2020-10-10T17:38:00.765000+00:00,1,8,3,28,7,0,1719,0,2020-10-11T17:38:00.765000+00:00,5.0,1.0,0-24h
0.08442,,0.226399,7d,False,True,5.0,5.535,1991-06-23T10:04:00.330000+00:00,1,3,1,9,4,1,429,1,1991-06-24T10:04:00.330000+00:00,5.0,1.0,0-24h
0.079927,,0.228533,7d,False,True,5.0,5.025,1996-01-03T16:04:31.840000+00:00,2,5,2,11,1,0,608,0,1996-01-04T16:04:31.840000+00:00,5.0,1.0,0-24h
0.075256,,0.216409,7d,False,True,5.0,5.11,2000-12-05T09:53:51.180000+00:00,1,5,1,7,4,0,786,0,2000-12-06T09:53:51.180000+00:00,5.0,1.0,0-24h
0.067277,,0.213478,7d,False,True,5.0,5.0,2021-03-26T19:02:07.885000+00:00,1,4,2,18,2,0,1749,0,2021-03-27T19:02:07.885000+00:00,5.0,1.0,0-24h
0.06925,,0.2046,7d,False,True,5.0,5.5,2009-08-11T21:43:47.590000+00:00,1,2,1,8,3,1,1117,1,2009-08-12T21:43:47.590000+00:00,5.0,1.0,0-24h
0.0853,,0.176938,7d,False,True,5.0,5.62,1982-01-24T11:35:39.530000+00:00,1,4,2,9,5,0,154,0,1982-01-25T11:35:39.530000+00:00,5.0,1.0,0-24h
0.081386,,0.230465,7d,False,True,5.0,5.5,1995-02-17T02:44:25.050000+00:00,1,3,1,6,3,0,569,0,1995-02-18T02:44:25.050000+00:00,5.0,1.0,0-24h
0.089608,,0.21026,7d,False,True,5.0,5.11,1988-02-17T06:30:13.180000+00:00,1,6,4,12,5,1,310,1,1988-02-18T06:30:13.180000+00:00,5.0,1.0,0-24h
0.08975,,0.206977,7d,False,True,5.0,5.535,1987-04-29T00:15:27.270000+00:00,2,4,2,8,3,0,281,0,1987-04-30T00:15:27.270000+00:00,5.0,1.0,0-24h
0.084856,,0.2302,7d,False,True,5.0,5.025,1991-09-19T04:23:56.770000+00:00,1,4,1,15,9,0,442,0,1991-09-20T04:23:56.770000+00:00,5.0,1.0,0-24h
0.074364,,0.211301,7d,False,True,5.0,5.195,2013-09-20T11:53:26.430000+00:00,2,5,2,16,5,0,1303,0,2013-09-21T11:53:26.430000+00:00,5.0,1.0,0-24h
0.083113,,0.231066,7d,False,True,5.0,5.28,1992-12-12T14:20:56.740000+00:00,1,2,1,11,5,0,496,0,1992-12-13T14:20:56.740000+00:00,5.0,1.0,0-24h
0.084504,,0.215047,7d,False,True,5.0,5.6,1989-04-03T19:39:32.280000+00:00,1,3,1,7,2,0,353,0,1989-04-04T19:39:32.280000+00:00,5.0,1.0,0-24h
0.084482,,0.195289,7d,False,True,5.0,5.195,1984-02-19T09:29:48.540000+00:00,1,1,1,2,1,0,205,0,1984-02-20T09:29:48.540000+00:00,5.0,1.0,0-24h
0.070054,,0.211536,7d,False,True,5.0,5.11,2018-06-05T16:33:54.700000+00:00,2,6,2,17,3,1,1582,1,2018-06-06T16:33:54.700000+00:00,5.0,1.0,0-24h
0.064597,,0.211482,7d,False,True,5.0,5.4,2024-05-29T13:13:27+00:00,1,2,1,7,1,1,1952,1,2024-05-30T13:13:27+00:00,5.0,1.0,0-24h
0.081239,,0.225277,7d,False,True,5.0,5.3,1997-04-14T17:53:33.170000+00:00,2,3,2,11,4,0,671,0,1997-04-15T17:53:33.170000+00:00,5.0,1.0,0-24h
0.092533,,0.155682,7d,False,True,5.0,5.365,1977-12-23T21:00:25.800000+00:00,1,3,2,5,4,0,60,0,1977-12-24T21:00:25.800000+00:00,5.0,1.0,0-24h
0.08482,,0.189771,7d,False,True,5.0,5.025,1983-01-13T23:00:11.690000+00:00,1,4,1,9,6,1,185,1,1983-01-14T23:00:11.690000+00:00,5.0,1.0,0-24h
0.080438,,0.225496,7d,False,True,5.0,5.4,1996-11-19T00:12:18.680000+00:00,2,7,3,17,4,0,656,0,1996-11-20T00:12:18.680000+00:00,5.0,1.0,0-24h
0.084367,,0.229542,7d,False,True,5.0,5.5,1991-12-04T03:27:24.260000+00:00,1,6,1,9,4,1,449,1,1991-12-05T03:27:24.260000+00:00,5.0,1.0,0-24h
0.07246,,0.21324,7d,False,True,5.0,5.3,2020-08-27T12:07:15.628000+00:00,2,8,5,31,8,2,1707,1,2020-08-28T12:07:15.628000+00:00,5.0,1.0,0-24h
0.088144,,0.204353,7d,False,True,5.0,5.28,1986-01-07T20:20:01.680000+00:00,2,5,3,14,9,0,252,0,1986-01-08T20:20:01.680000+00:00,5.0,1.0,0-24h
0.089527,,0.167142,7d,False,True,5.0,5.025,1978-07-23T10:17:18.900000+00:00,1,2,1,4,1,0,77,0,1978-07-24T10:17:18.900000+00:00,5.0,1.0,0-24h
0.091387,,0.15126,7d,False,True,5.0,5.45,1977-10-13T11:32:09.300000+00:00,1,1,1,2,1,0,56,0,1977-10-14T11:32:09.300000+00:00,5.0,1.0,0-24h
0.07483,,0.214694,7d,False,True,5.0,6.0,2021-04-28T02:21:26.212000+00:00,5,9,5,22,7,0,1756,0,2021-04-29T02:21:26.212000+00:00,5.0,1.0,0-24h
0.07107,,0.207804,7d,False,True,5.0,5.0,2006-11-03T14:43:10.270000+00:00,1,6,1,13,2,1,1006,1,2006-11-04T14:43:10.270000+00:00,5.0,1.0,0-24h
0.06981,,0.211537,7d,False,True,5.0,5.025,2019-01-27T04:49:20.490000+00:00,2,6,4,14,5,0,1611,0,2019-01-28T04:49:20.490000+00:00,5.0,1.0,0-24h
0.085604,,0.218984,7d,False,True,5.0,5.5,1989-12-08T00:04:25.450000+00:00,2,5,4,9,4,1,376,1,1989-12-09T00:04:25.450000+00:00,5.0,1.0,0-24h
0.070128,,0.205834,7d,False,True,5.0,5.4,2012-05-11T12:41:35.300000+00:00,1,5,2,10,1,0,1220,0,2012-05-12T12:41:35.300000+00:00,5.0,1.0,0-24h
0.075868,,0.207727,7d,False,True,5.0,5.0,2005-02-15T11:15:11.700000+00:00,2,7,2,14,3,0,929,0,2005-02-16T11:15:11.700000+00:00,5.0,1.0,0-24h
0.086015,,0.227134,7d,False,True,5.0,5.28,1991-06-25T20:34:57.900000+00:00,1,4,3,11,5,0,430,0,1991-06-26T20:34:57.900000+00:00,5.0,1.0,0-24h
0.087225,,0.207277,7d,False,True,5.0,5.025,1987-07-19T22:49:11.420000+00:00,1,3,3,11,5,0,289,0,1987-07-20T22:49:11.420000+00:00,5.0,1.0,0-24h
0.072919,,0.206848,7d,False,True,5.0,5.1,2009-10-29T17:00:38.600000+00:00,2,3,2,13,10,0,1127,0,2009-10-30T17:00:38.600000+00:00,5.0,1.0,0-24h
0.059438,,0.170535,7d,False,True,5.0,5.025,1973-08-15T09:00:54+00:00,1,2,1,7,5,0,8,0,1973-08-16T09:00:54+00:00,5.0,1.0,0-24h
0.086696,,0.217444,7d,False,True,5.0,5.8,1989-06-12T00:04:09.760000+00:00,1,3,2,11,6,0,362,0,1989-06-13T00:04:09.760000+00:00,5.0,1.0,0-24h
0.069132,,0.211718,7d,False,True,5.0,5.025,2015-09-22T13:19:20.760000+00:00,1,10,4,21,3,0,1432,0,2015-09-23T13:19:20.760000+00:00,5.0,1.0,0-24h
0.084823,,0.18152,7d,False,True,5.0,5.11,1982-09-04T19:51:19.180000+00:00,1,4,2,7,4,0,172,0,1982-09-05T19:51:19.180000+00:00,5.0,1.0,0-24h
0.068113,,0.211421,7d,False,True,5.0,5.3,2018-09-12T04:50:46.570000+00:00,1,6,2,14,2,0,1594,0,2018-09-13T04:50:46.570000+00:00,5.0,1.0,0-24h
0.076952,,0.211827,7d,False,True,5.0,5.62,2013-11-06T04:16:16.060000+00:00,2,7,2,19,6,0,1313,0,2013-11-07T04:16:16.060000+00:00,5.0,1.0,0-24h
0.075064,,0.207908,7d,False,True,5.0,5.025,2004-11-05T21:15:41.330000+00:00,1,11,6,26,2,0,919,0,2004-11-06T21:15:41.330000+00:00,5.0,1.0,0-24h
0.075196,,0.21637,7d,False,True,5.0,5.28,2001-10-19T07:04:33.830000+00:00,1,5,1,14,3,0,816,0,2001-10-20T07:04:33.830000+00:00,5.0,1.0,0-24h
0.069168,,0.21436,7d,False,True,5.0,5.195,2021-07-26T05:03:30.783000+00:00,1,8,2,28,3,1,1780,1,2021-07-27T05:03:30.783000+00:00,5.0,1.0,0-24h
0.085313,,0.229764,7d,False,True,5.0,5.195,1991-09-07T03:00:24.380000+00:00,1,3,2,14,8,0,441,0,1991-09-08T03:00:24.380000+00:00,5.0,1.0,0-24h
0.077063,,0.218687,7d,False,True,5.0,5.025,2000-03-18T16:38:23.180000+00:00,1,4,2,15,4,0,767,0,2000-03-19T16:38:23.180000+00:00,5.0,1.0,0-24h
0.084564,,0.23099,7d,False,True,5.0,5.2,1992-07-08T10:09:48.250000+00:00,1,8,2,19,3,1,480,1,1992-07-09T10:09:48.250000+00:00,5.0,1.0,0-24h
0.090904,,0.231668,7d,False,True,5.0,5.6,1992-03-27T00:05:20.150000+00:00,2,7,5,14,4,0,464,0,1992-03-28T00:05:20.150000+00:00,5.0,1.0,0-24h
0.10942,,0.224898,7d,False,True,5.0,5.45,1991-01-05T16:04:14.100000+00:00,1,8,4,12,7,1,414,1,1991-01-06T16:04:14.100000+00:00,5.0,1.0,0-24h
0.083565,,0.225592,7d,False,True,5.0,5.025,1996-07-28T07:08:11.540000+00:00,2,9,4,21,3,0,638,0,1996-07-29T07:08:11.540000+00:00,5.0,1.0,0-24h
0.072913,,0.2107,7d,False,True,5.0,5.28,2013-09-09T03:28:31.970000+00:00,2,6,3,14,3,0,1301,0,2013-09-10T03:28:31.970000+00:00,5.0,1.0,0-24h
0.08547,,0.170579,7d,False,True,5.0,5.025,1980-12-31T02:32:56.200000+00:00,1,2,1,6,4,0,128,0,1981-01-01T02:32:56.200000+00:00,5.0,1.0,0-24h
0.079081,,0.205743,7d,False,True,5.0,5.11,2011-09-18T13:12:00.350000+00:00,4,6,5,15,5,1,1196,1,2011-09-19T13:12:00.350000+00:00,5.0,1.0,0-24h
0.085476,,0.209436,7d,False,True,5.0,5.025,1987-10-15T16:22:50.400000+00:00,1,3,1,10,6,0,298,0,1987-10-16T16:22:50.400000+00:00,5.0,1.0,0-24h
0.086382,,0.210675,7d,False,True,5.0,5.5,2003-07-27T12:07:29.430000+00:00,2,6,6,11,3,1,860,1,2003-07-28T12:07:29.430000+00:00,5.0,1.0,0-24h
0.086371,,0.218082,7d,False,True,5.0,5.025,1989-04-24T18:11:41.430000+00:00,1,6,2,10,6,0,358,0,1989-04-25T18:11:41.430000+00:00,5.0,1.0,0-24h
0.08307,,0.22923,7d,False,True,5.0,5.11,1994-06-15T22:16:12.540000+00:00,1,8,2,17,7,0,552,0,1994-06-16T22:16:12.540000+00:00,5.0,1.0,0-24h
0.085351,,0.199035,7d,False,True,5.0,5.195,1984-08-05T01:07:39.240000+00:00,1,2,1,6,3,0,216,0,1984-08-06T01:07:39.240000+00:00,5.0,1.0,0-24h
0.084705,,0.193212,7d,False,True,5.0,5.365,1983-08-23T12:12:17.010000+00:00,1,2,2,4,4,1,197,1,1983-08-24T12:12:17.010000+00:00,5.0,1.0,0-24h
0.076325,,0.210146,7d,False,True,5.0,5.025,2012-11-30T19:39:30.580000+00:00,1,18,4,29,12,0,1261,0,2012-12-01T19:39:30.580000+00:00,5.0,1.0,0-24h
0.087379,,0.219827,7d,False,True,5.0,5.11,1989-12-09T11:32:28.520000+00:00,1,6,3,10,5,0,377,0,1989-12-10T11:32:28.520000+00:00,5.0,1.0,0-24h
0.077392,,0.222564,7d,False,True,5.0,5.0,1999-02-22T11:37:49.440000+00:00,1,6,3,12,2,0,731,0,1999-02-23T11:37:49.440000+00:00,5.0,1.0,0-24h
0.088192,,0.163261,7d,False,True,5.0,5.025,1974-09-21T06:27:41.800000+00:00,2,3,2,5,2,0,24,0,1974-09-22T06:27:41.800000+00:00,5.0,1.0,0-24h
0.069691,,0.204983,7d,False,True,5.0,5.025,2011-05-17T07:02:45.660000+00:00,1,9,1,16,3,0,1179,0,2011-05-18T07:02:45.660000+00:00,5.0,1.0,0-24h
0.07483,,0.214694,7d,False,True,5.0,5.28,2021-04-28T02:33:01.489000+00:00,4,9,5,22,7,0,1756,0,2021-04-29T02:33:01.489000+00:00,5.0,1.0,0-24h
0.075371,,0.21656,7d,False,True,5.0,5.45,2001-11-06T14:09:25.390000+00:00,1,4,1,16,4,0,819,0,2001-11-07T14:09:25.390000+00:00,5.0,1.0,0-24h
0.071188,,0.204774,7d,False,True,5.0,5.11,2009-02-27T10:42:38.010000+00:00,1,5,3,17,6,1,1104,1,2009-02-28T10:42:38.010000+00:00,5.0,1.0,0-24h
0.069707,,0.212043,7d,False,True,5.0,5.195,2017-07-02T05:27:45.280000+00:00,1,6,3,13,1,0,1532,0,2017-07-03T05:27:45.280000+00:00,5.0,1.0,0-24h
0.072742,,0.212273,7d,False,True,5.0,5.11,2015-02-12T14:33:07.830000+00:00,2,7,2,26,6,0,1402,0,2015-02-13T14:33:07.830000+00:00,5.0,1.0,0-24h
0.077179,,0.21606,7d,False,True,5.0,5.11,2001-10-07T13:56:12.050000+00:00,1,6,2,14,2,0,815,0,2001-10-08T13:56:12.050000+00:00,5.0,1.0,0-24h
0.068974,,0.213934,7d,False,True,5.0,5.365,2020-09-20T01:59:05.610000+00:00,1,11,2,30,8,0,1713,0,2020-09-21T01:59:05.610000+00:00,5.0,1.0,0-24h
0.077919,,0.213134,7d,False,True,5.0,5.025,2002-07-14T01:15:11.280000+00:00,2,6,3,11,1,0,833,0,2002-07-15T01:15:11.280000+00:00,5.0,1.0,0-24h
0.084747,,0.222834,7d,False,True,5.0,5.45,1990-09-02T06:29:24.830000+00:00,1,2,2,9,4,0,403,0,1990-09-03T06:29:24.830000+00:00,5.0,1.0,0-24h
